,Studio,Type,City,State/Province,Country
4267,Digital Tales, Developer,Miami,Florida,United States
4268,Dim Bulb Games, Developer,San Francisco,California,United States
4269,Dinosaur Entertainment, Developer,Dallas,Texas,United States
4270,Dire Wolf Digital, Developer,Denver,Colorado,United States
4271,Direworlf Digital, Developer,Denver,Colorado,United States
4272,Disco Pixel, Developer,Boston,Massachusetts,United States
4273,Discord Inc., Mobile,San Francisco,California,United States
4274,Disney Interactive, Developer,Chicago,Illinois,United States
4275,Disney Interactive, Developer,New York City,New York,United States
4276,Disney Interactive Studios, Online,Glendale,California,United States
4277,Disney Mobile, Mobile,Palo Alto,California,United States
4278,Disney Online Studios, Online,North Hollywood,California,United States
4279,Disney VR Studio, Virtual Reality,North Hollywood,California,United States
4280,Dispatch Games, Developer,Tracy,California,United States
4281,Disruptive Games, Developer,Berkeley,California,United States
4282,Disruptor Beam, Online,Newton,Massachusetts,United States
4283,Dissonance Entertainment, Developer,San Jose,California,United States
4284,Dodge Roll Games, Developer,Washington DC,Washington DC,United States
4285,Dog Eat Dog Games, Developer,Albuquerque,New Mexico,United States
4286,Dogtreat Studios, Mobile,Austin,Texas,United States
4287,doinksoft, Developer,Eugene,Oregon,United States
4288,Double Damage Games, Developer,Seattle,Washington,United States
4289,Double Down Interactive, Online,Seattle,Washington,United States
4290,Double Fine Productions (Xbox Game Studios), Developer and Publisher,San Francisco,California,United States
4291,Doublebear Productions, Developer,Seattle,Washington,United States
4292,Downpour Interactive, Virtual Reality,Raleigh,North Carolina,United States
4293,Dragon Army, Mobile,Atlanta,Georgia,United States
4294,Drastic Games, Developer,Raleigh,North Carolina,United States
4295,Drawlabs, Developer,Chandler,Arizona,United States
4296,Dream Flight Adventures, Developer,Pittsburgh,Pennsylvania,United States
4297,Dreamlit Entertainment, Developer,Temple City,California,United States
4298,DreamQuest Software, Developer,Louisville,Colorado,United States
4299,DreamSail Games, Developer,New York City,New York,United States
4300,Dreamspike Studios, Developer,Fort Wayne,Indiana,United States
4301,Drifter VR, Virtual Reality,Seattle,Washington,United States
4302,DrivenArts, Developer,New York City,New York,United States
4303,Drunk Robot Games, Developer,Fort Collins,Colorado,United States
4304,Dynasty 11 Studios, Developer,Philadelphia,Pennsylvania,United States
4305,E McNeill, Developer,San Diego,California,United States
4306,E-Line Media, Publisher,Anchorage,Alaska,United States
4307,E-Line Media, Publisher,Bellevue,Washington,United States
4308,E-Line Media, Publisher,Tempe,Arizona,United States
4309,EA Baton Rouge (Electronic Arts), Publisher,Baton Rouge,Louisiana,United States
4310,EA Los Angeles (Electronic Arts), Developer and Publisher,Playa Vista,California,United States
4311,EA Mobile, Mobile,Playa Vista,California,United States
4312,EA Mobile, Mobile,Redwood Shores,California,United States
4313,EA Redwood Shores (Electronic Arts), Developer and Publisher,Redwood Shores,California,United States
4314,EA Sports Austin (Electronic Arts), Developer,Austin,Texas,United States
4315,Eagre Games, Developer,Orono,Maine,United States
4316,Eastshade Studios, Developer,Bellevue,Washington,United States
4317,Echohead Games, Developer,Lawrence,Kansas,United States
4318,Echtra, Online,San Francisco,California,United States
4319,Edge of Reality, Developer,Austin,Texas,United States
4320,eGames, Online,Langhorne,Pennsylvania,United States
4321,Egonaut Games, Developer,Los Angeles,California,United States
4322,Electric Owl Studios, Developer,Pittsburgh,Pennsylvania,United States
4323,Electronic Arts Mobile, Developer and Publisher,Redwood Shores,California,United States
4324,Electronic Arts Pogo, Online,Austin,Texas,United States
4325,Element Games, Virtual Reality,Dallas,Texas,United States
4326,Elephant Mouse, Mobile,Durham,North Carolina,United States
4327,Ember Entertainment, Mobile,Seattle,Washington,United States
4328,Emblematic, Virtual Reality,Santa Monica,California,United States
4329,Embodied Labs, Health,Chicago,Illinois,United States
4330,Embodied Labs, Health,Greenville,South Carolina,United States
4331,Embodied Labs, Health,Los Angeles,California,United States
4332,Empty Clip Studios, Developer,San Diego,California,United States
4333,En Masse Entertainment, Online,Seattle,Washington,United States
4334,Encore, Publisher,El Segundo,California,United States
4335,Endeavor One, Virtual Reality,Seattle,Washington,United States
4336,Endless Entertainment, Developer,New York City,New York,United States
4337,Endless Entertainment, Developer,Oakland,California,United States
4338,Endless Fluff Games, Developer,New York City,New York,United States
4339,Enduring Games, Developer,Austin,Texas,United States
4340,Enlightened Games , Developer,Chicago,Illinois,United States
4341,Enosis VR, Virtual Reality,Los Angeles,California,United States
4342,Enspire Learning, Developer,Austin,Texas,United States
4343,Entrada Interactive, Developer,Alpine,Utah,United States
4344,Entrepreneurial Game Studio, Organization,Philadelphia,Pennsylvania,United States
4345,Epic Games, Developer,Cary,North Carolina,United States
4346,Epic Seattle, Developer,Bellevue,Washington,United States
4347,Epic Venture Games (Big Fish Games), Mobile,Seattle,Washington,United States
4348,Episode Interactive, Mobile,San Francisco,California,United States
4349,Epitasis Games, Developer,Annapolis,Maryland,United States
4350,Escape Hatch Entertainment, Developer,Austin,Texas,United States
4351,Evening Star Studio, Developer,Los Angeles,California,United States
4352,Everi, Developer,Austin,Texas,United States
4353,Everi, Developer,Chicago,Illinois,United States
4354,Everi, Developer,Reno,Nevada,United States
4355,Everything Unlimited, Developer,Austin,Texas,United States
4356,Evil Eye Pictures, Virtual Reality,San Francisco,California,United States
4357,Exato Games, Developer,Lynnwood,Washington,United States
4358,Exis, Developer,Towson,Maryland,United States
4359,Experiment 7, Virtual Reality,Carlsbad,California,United States
4360,Experiment 7, Virtual Reality,New York City,New York,United States
4361,Exploding Kittens, Mobile,Los Angeles,California,United States
4362,Extrokold Games, Developer,San Diego,California,United States
4363,F84 Games, Developer,Van Nuys,California,United States
4364,Fable Studio, Virtual Reality,San Francisco,California,United States
4365,FableLabs, Developer,San Francisco,California,United States
4366,FableVision Studios, Developer,Boston,Massachusetts,United States
4367,Fabraz, Developer,New York City,New York,United States
4368,Factus Games, Developer,Boston,Massachusetts,United States
4369,Fair Play Alliance, Organization,Irvine,California,United States
4370,Fair Worlds, Virtual Reality,Austin,Texas,United States
4371,Fair Worlds, Virtual Reality,Seattle,Washington,United States
4372,Fallstreak Studio, Developer,Orange County,California,United States
4373,Fantasy Flight Interactive, Developer,Madison,Wisconsin,United States
4374,FarBridge, Virtual Reality,Austin,Texas,United States
4375,Farjay Studios, Developer,Portland,Oregon,United States
4376,FarSight Studios, Developer,Big Bear Lake,California,United States
4377,Fat Loot Games, Mobile,Seattle,Washington,United States
4378,Feral Cat Den, Developer,New York City,New York,United States
4379,Fifth Column Games, Developer,San Francisco,California,United States
4380,Filament Games, Developer,Madison,Wisconsin,United States
4381,Final Final Games, Developer,San Francisco,California,United States
4382,Final Form Games, Developer,Philadelphia,Pennsylvania,United States
4383,Final Strike Games, Developer,Seattle,Washington,United States
4384,Fingerprint Digital, Mobile,San Francisco,California,United States
4385,Finji, Developer and Publisher,Austin,Texas,United States
4386,Firaxis Games, Developer,Hunt Valley,Maryland,United States
4387,Fire Hose Games, Developer,Cambridge,Massachusetts,United States
4388,Firebelly Studios, Developer,Benecia,California,United States
4389,Firebrand Games, Developer,Merritt Island,Florida,United States
4390,Firefly Games, Mobile,Los Angeles,California,United States
4391,Firefly Studios, Developer,Canton,Connecticut,United States
4392,First Contact Entertainment, Developer,Santa Monica,California,United States
4393,First Star Software, Developer,Chappaqua,New York,United States
4394,Firsthand technology, Virtual Reality,San Francisco,California,United States
4395,Firsthand Technology, Virtual Reality,San Francisco,California,United States
4396,Firsthand Technology, Health,San Francisco,California,United States
4397,Firsthand technology, Virtual Reality,Seattle,Washington,United States
4398,Firsthand Technology, Virtual Reality,Seattle,Washington,United States
4399,Firsthand Technology, Health,Seattle,Washington,United States
4400,Flarb, Mobile,Los Angeles,California,United States
4401,Flashbang Studios, Developer,Tempe,Arizona,United States
4402,Flight School Studio, Developer,Dallas,Texas,United States
4403,Flight School Studio, Developer,Hollywood,California,United States
4404,Flipline Studios, Mobile,Cleveland,Ohio,United States
4405,Flippfly, Developer,Madison,Wisconsin,United States
4406,FLOAT (hybrid entertainment), Developer,San Francisco,California,United States
4407,Floreo, Health,Washington DC,Washington DC,United States
4408,Flowplay, Online,Seattle,Washington,United States
4409,FLP Games, Mobile,Philadelphia,Pennsylvania,United States
4410,Fluttermind, Developer,Oakland,California,United States
4411,Flyclops, Developer,Philadelphia,Pennsylvania,United States
4412,Flying Mollusk, Developer,Los Angeles,California,United States
4413,Flying Wisdom Studios, Developer,San Francisco,California,United States
4414,Foo VR, Virtual Reality,San Francisco,California,United States
4415,For All to Play, Mobile,Worcester,Massachusetts,United States
4416,Foundry IV, Developer,Fort Lauderdale,Florida,United States
4417,Fourth Dimension Games, Developer,New York City,New York,United States
4418,FoxNext, Developer and Publisher,Century City,California,United States
4419,FoxNext VR Studio, Developer,Century City,California,United States
4420,Fractal Fox, Mobile,Dallas,Texas,United States
4421,Frame Interactive, Developer,Burlington,Vermont,United States
4422,Framestore VR Studio, Virtual Reality,New York City,New York,United States
4423,Free Play Vegas, Online,Boston,Massachusetts,United States
4424,Free Play Vegas, Online,San Diego,California,United States
4425,Free Range Games, Developer,Sausalito,California,United States
4426,Freeform Labs, Virtual Reality,Culver City,California,United States
4427,Freehold Games, Developer,North Liberty,Indiana,United States
4428,Fresh Games, Developer,Columbus,Ohio,United States
4429,FreshPlanet, Mobile,New York City,New York,United States
4430,Friends with Holograms, Virtual Reality,Brooklyn,New York,United States
4431,FriendsWithYou, Developer,Los Angeles,California,United States
4432,Frogdice, Developer,Lexington,Kentucky,United States
4433,From the Future, Developer,Denton,Texas,United States
4434,Frostkeep Studios, Developer,Irvine,California,United States
4435,FTX Games, Developer and Publisher,San Diego,California,United States
4436,Full Impact Games, Developer,New York City,New York,United States
4437,Fun Bits, Developer,Seattle,Washington,United States
4438,Funcom NC, Developer and Publisher,Research Triangle Park,North Carolina,United States
4439,Funkitron, Developer,Boxford,Massachusetts,United States
4440,Funktronic Labs, Developer,Pasadena,California,United States
4441,FunMobility, Mobile,Pleasanton,California,United States
4442,Funomena, Developer,San Francisco,California,United States
4443,Funplus, Mobile,San Francisco,California,United States
4444,Gadget-bot, Virtual Reality,Los Angeles,California,United States
4445,GalactaVision, Virtual Reality,Madison,Wisconsin,United States
4446,Gallium Artists, Developer,Berkeley,California,United States
4447,Galxyz, Developer,Mountain View,California,United States
4448,Galxyz, Serious Games,Mountain View,California,United States
4449,Gamaya, Developer,Sunnyvale,California,United States
4450,Game Artists, Developer,Pembroke Pines,Florida,United States
4451,Game Circus, Developer,Dallas,Texas,United States
4452,Game Closure, Online,Eugene,Oregon,United States
4453,Game Closure, Online,Mountain View,California,United States
4454,Game Colab, Organization,Phoenix,Arizona,United States
4455,Game Grumps, Developer,Los Angeles,California,United States
4456,Game Gurus, Mobile,Wilmington,Delaware,United States
4457,Game Refuge, Developer,Homewood,Illinois,United States
4458,GAME-O-GAMI, Developer,Las Vegas,Nevada,United States
4459,GameAnax, Mobile,Sugar Land,Texas,United States
4460,GameCake, Mobile,Los Angeles,California,United States
4461,GameClub, Publisher,New York City,New York,United States
4462,Gameduell, Online,San Francisco,California,United States
4463,Gameheads, Organization,Oakland,California,United States
4464,GameHouse - Seattle, Developer,Seattle,Washington,United States
4465,Gameloft, Mobile,Los Angeles,California,United States
4466,Gameloft, Mobile,New Orleans,Louisiana,United States
4467,Gameloft, Mobile,New York City,New York,United States
4468,Gameloft, Mobile,San Francisco,California,United States
4469,Gameloft, Mobile,Seattle,Washington,United States
4470,GameResort, Mobile,Claremont,California,United States
4471,Games For Change (G4C), Organization,New York City,New York,United States
4472,GameSalad, Mobile,Austin,Texas,United States
4473,GameSim, Developer,Orlando,Florida,United States
4474,gamesto.love, Developer,Seattle,Washington,United States
4475,Gametheory, Mobile,Burlington,Vermont,United States
4476,GameTrust, Mobile,Grapevine,Texas,United States
4477,Gamevil, Publisher,Los Angeles,California,United States
4478,Gamezees, Developer,Tempe,Arizona,United States
4479,Ganymede Games, Developer,Las Cruces,New Mexico,United States
4480,GarageGames, Developer and Publisher,Las Vegas,Nevada,United States
4481,Gaudium, Mobile,Ann Arbor,Michigan,United States
4482,GEAR Learning, Serious Games,Madison,Wisconsin,United States
4483,Gearbox Software, Developer,Frisco,Texas,United States
4484,Geeta Games, Developer,Portage,Michigan,United States
4485,Genesis Gaming, Developer,Las Vegas,Nevada,United States
4486,Gentleman Squid Studio, Developer,Orlando,Florida,United States
4487,Ghost Crab Games, Developer,Wilmington,Delaware,United States
4488,Ghost Story Games, Developer,Westwood,Massachusetts,United States
4489,Ghostfire Games, Developer,Austin,Texas,United States
4490,Ghostpunch Games, Developer,Coral Springs,Florida,United States
4491,Giant Army, Developer,Seattle,Washington,United States
4492,Giant Cranium, Virtual Reality,Seattle,Washington,United States
4493,Giant Enemy Crab, Developer,Seattle,Washington,United States
4494,Giant Space Monster, Developer,Los Angeles,California,United States
4495,Giant Sparrow, Online,Santa Monica,California,United States
4496,Giant Squid, Developer,Santa Monica,California,United States
4497,Giant Squid Studios, Developer,Los Angeles,California,United States
4498,Gigatank3000, Developer,Scottsdale,Arizona,United States
4499,Gimmie Games, Developer,Decatur,Georgia,United States
4500,Glass Bottom Games, Developer,Denver,Colorado,United States
4501,GLITCH, Organization,Minneapolis,Minnesota,United States
4502,Global Fun, Mobile,Austin,Texas,United States
4503,Global Gaming Initiative, Mobile,Minneapolis,Minnesota,United States
4504,gloops International (Nexon), Developer,San Francisco,California,United States
4505,Glowup Games, Developer,New York City,New York,United States
4506,GLS Studios, Developer,Madison,Wisconsin,United States
4507,Glu Mobile, Mobile,San Mateo,California,United States
4508,Glumberland, Developer,Seattle,Washington,United States
4509,GoldFire Studios, Online,Oklahoma City,Oklahoma,United States
4510,Good Science Studio (Microsoft Game Studios), Developer,Redmond,Washington,United States
4511,Goodbyeworld Games, Developer,Los Angeles,California,United States
4512,Goodnight Games, Developer,New York City,New York,United States
4513,Goon Studios, Developer,Pasadena,California,United States
4514,Gorilla Systems Corporation, Developer,Tampa,Florida,United States
4515,Gorilla Tactics, Developer,Amherst,Massachusetts,United States
4516,Gossamer Games, Developer,Philadelphia,Pennsylvania,United States
4517,Grab Games, Virtual Reality,Los Angeles,California,United States
4518,GraceWorks Interactive, Developer,Corvallis,Oregon,United States
4519,Graffiti Entertainment, Developer,Redwood City,California,United States
4520,Graphite Lab, Developer,St. Louis,Missouri,United States
4521,Graveck, Developer,Saint Paul,Minnesota,United States
4522,Gravity Interactive, Publisher,Marina del Ray,California,United States
4523,Greater Good Games, Developer,Acworth,Georgia,United States
4524,Greenbriar Games, Publisher,Boston,Massachusetts,United States
4525,Grimm Bros, Developer,Philadelphia,Pennsylvania,United States
4526,GRL Games, Mobile,Santa Cruz,California,United States
4527,Groove Jones, Virtual Reality,Dallas,Texas,United States
4528,Grumpyface Studios, Developer,Phoenix,Arizona,United States
4529,Grunka Munka Games, Developer,Seattle,Washington,United States
4530,GSN Games, Mobile,Arlington,Virginia,United States
4531,GSN Games, Mobile,Boston,Massachusetts,United States
4532,GSN Games, Mobile,New York City,New York,United States
4533,GSN Games, Mobile,Palo Alto,California,United States
4534,GSN Games, Mobile,San Francisco,California,United States
4535,Guild Software, Online,Milwaukee,Wisconsin,United States
4536,gumi America, Online,San Francisco,California,United States
4537,Gun Media Holdings, Developer,Lexington,Kentucky,United States
4538,Gunfire Games, Developer,Austin,Texas,United States
4539,GungHo Online Entertainment, Developer and Publisher,El Segundo,California,United States
4540,Gunslinger Studios, Mobile,Pasadena,California,United States
4541,Guppy Games, Mobile,Bellevue,Washington,United States
4542,GUTS Department, Developer,Los Angeles,California,United States
4543,Hanakai Studio, Developer,San Jose,California,United States
4544,Hangar 13, Developer,Novato,California,United States
4545,Hapa Games, Developer,Orlando,Florida,United States
4546,Happy Badger Studio, Developer,Maplewood,Missouri,United States
4547,Happy Dance Games, Developer,San Diego,California,United States
4548,Happy Dance Games, Developer,San Diego,California,United States
4549,HappyGiant, Virtual Reality,Boston,Massachusetts,United States
4550,Hardsuit Labs, Developer,Seattle,Washington,United States
4551,Harebrained Schemes, Developer,Kirkland,Washington,United States
4552,Harmonix Music Systems, Developer,Cambridge,Massachusetts,United States
4553,Hashbang Games, Mobile,Seattle,Washington,United States
4554,Hatchlings, Mobile,Des Moines,Iowa,United States
4555,Headlight Studios, Developer,Nashville,Tennessee,United States
4556,Health Impact Studio, Health,Chapel Hill,North Carolina,United States
4557,Heart Machine, Developer,Los Angeles,California,United States
4558,Heart Shaped Games, Developer,Ann Arbor,Michigan,United States
4559,Heavy Iron, Developer,Culver City,California,United States
4560,Heavy Iron Studios, Developer,Los Angeles,California,United States
4561,Hellfire Games, Developer,Austin,Texas,United States
4562,HELM Systems, Developer,Weston,Florida,United States
4563,Her Interactive, Developer and Publisher,Bellevue,Washington,United States
4564,Herotainment, Online,New York City,New York,United States
4565,Hexecutable, Developer,Brooklyn,New York,United States
4566,Hi-Rez Studios, Online,Atlanta,Georgia,United States
4567,Hidden Path Entertainment, Developer,Bellevue,Washington,United States
4568,Hidden Variable Studios, Developer,Glendale,California,United States
4569,High 5 Games, Developer,Mahwah,New Jersey,United States
4570,High Impact Games, Developer,Los Angeles,California,United States
4571,High Iron Studios, Developer,Waunakee,Wisconsin,United States
4572,High Moon Studios (Activision), Developer,Carlsbad,California,United States
4573,High Voltage Software, Developer,Hoffman Estates,Illinois,United States
4574,High Voltage Software, Developer,New Orleans,Louisiana,United States
4575,Highwire Games, Virtual Reality,Seattle,Washington,United States
4576,Himalaya Studios, Developer,Phoenix,Arizona,United States
4577,Hipsoft, Developer,Redmond,Washington,United States
4578,Historiated Games, Developer,Lincoln,Nebraska,United States
4579,hitcents.com, Mobile,Bowling Green,Kentucky,United States
4580,hitcents.com, Mobile,San Francisco,California,United States
4581,hitcents.com, Mobile,Santa Monica,California,United States
4582,HitPoint Studios, Developer,Hatfield,Massachusetts,United States
4583,Hitsparks Games, Mobile,San Jose,California,United States
4584,HOF Studios, Developer,Sandy Springs,Georgia,United States
4585,Holospark, Developer,Seattle,Washington,United States
4586,hopelab, Developer,Palo Alto,California,United States
4587,Hopoo Games, Developer,Seattle,Washington,United States
4588,Horse Volume, Developer,Savannah,Georgia,United States
4589,House Pixel Games, Developer,Addison,Texas,United States
4590,Human Head Studios, Developer,Madison,Wisconsin,United States
4591,Human-Engine, Virtual Reality,Los Angeles,California,United States
4592,HumaNature Studios, Developer,Berkeley,California,United States
4593,HumaNature Studios, Developer,Lahaina,Hawaii,United States
4594,Humble Bundle, Organization,San Francisco,California,United States
4595,Hyperkinetic Studios, Developer,Los Angeles,California,United States
4596,Hyperspace XR, Virtual Reality,Seattle,Washington,United States
4597,I-Novae Studios, Developer,New York City,New York,United States
4598,I-play, Mobile,Plainsboro,New Jersey,United States
4599,I-play, Mobile,San Mateo,California,United States
4600,Ice Water Games, Developer,Seattle,Washington,United States
4601,iCivics, Serious Games,Cambridge,Massachusetts,United States
4602,id Software (ZeniMax Media), Developer,Richardson,Texas,United States
4603,Idea Factory, Developer,Santa Ana,California,United States
4604,Idle Gaming (GSN Games), Online,San Francisco,California,United States
4605,igda Albany Chapter, Organization,Albany,New York,United States
4606,igda Atlanta Chapter, Organization,Atlanta,Georgia,United States
4607,igda Austin Chapter, Organization,Austin,Texas,United States
4608,igda Baltimore Chapter, Organization,Baltimore,Maryland,United States
4609,igda Baton Rouge, Organization,Baton Rouge,Louisiana,United States
4610,igda Boston Chapter, Organization,Boston,Massachusetts,United States
4611,igda Chicago Chapter, Organization,Chicago,Illinois,United States
4612,igda Colorado Chapter, Organization,Denver,Colorado,United States
4613,igda Dallas Chapter, Organization,Dallas,Texas,United States
4614,igda DC, Organization,Washington DC,Washington DC,United States
4615,igda Hunstville Chapter, Organization,Huntsville,Alabama,United States
4616,igda Indianapolis Charter, Organization,Indiapolis,Indiana,United States
4617,igda Lafayette Chapter, Organization,Lafayette,Louisiana,United States
4618,igda Los Angeles Chapter, Organization,Los Angeles,California,United States
4619,igda New Jersey Chapter, Organization,Eatontown,New Jersey,United States
4620,igda New York City Chapter, Organization,New York City,New York,United States
4621,igda North Carolina Triangle Chapter, Organization,Raleigh,North Carolina,United States
4622,igda Orange County Chapter, Organization,Santa Ana,California,United States
4623,igda Orlando Chapter, Organization,Orlando,Florida,United States
4624,igda Philadelphia Chapter, Organization,Philadelphia,Pennsylvania,United States
4625,igda Phoenix Chapter, Organization,Phoenix,Arizona,United States
4626,igda Pittsburgh Chapter, Organization,Pittsburgh,Pennsylvania,United States
4627,igda Rhode Island Chapter, Organization,Providence,Rhode Island,United States
4628,igda Salt Lake/Provo Chapter, Organization,Salt Lake City,Utah,United States
4629,igda San Diego Chapter, Organization,San Diego,California,United States
4630,igda San Francisco Chapter, Organization,San Francisco,California,United States
4631,igda Seattle Chapter, Organization,Seattle,Washington,United States
4632,igda Twin Cities (Minnesota), Organization,Minneapolis,Minnesota,United States
4633,igda Wisconsin Chapter, Organization,Madison,Wisconsin,United States
4634,Illfonic, Developer,Denver,Colorado,United States
4635,Illfonic, Developer,Tacoma,Washington,United States
4636,Illumix, Virtual Reality,Menlo Park,California,United States
4637,ILMxLAB, Virtual Reality,San Francisco,California,United States
4638,Image Space, Developer,Ann Arbor,Michigan,United States
4639,Imagination Entertainment, Developer,Los Angeles,California,United States
4640,Imagos Softworks, Developer,Seattle,Washington,United States
4641,Imangi Studios, Mobile,Raleigh,North Carolina,United States
4642,Imex Media, Virtual Reality,New York City,New York,United States
4643,Immersed Games, Developer,Gainesville,Florida,United States
4644,Immersive Touch, Health,Chicago,Illinois,United States
4645,Immersive Touch, Health,San Francisco,California,United States
4646,ImmersiveTouch, Virtual Reality,Chicago,Illinois,United States
4647,ImPACT Applications, Health,San Diego,California,United States
4648,ImpactGames (Hybrid Learning Systems), Developer,Pittsburgh,Pennsylvania,United States
4649,Impeller Studios, Developer,New York City,New York,United States
4650,Impossible Studios, Online,Hunt Valley,Maryland,United States
4651,Impulse Gear, Virtual Reality,San Mateo,California,United States
4652,imvu, Online,Palo Alto,California,United States
4653,Incredible Technologies, Developer,Arlington Heights,Illinois,United States
4654,Indie City Games, Organization,Chicago,Illinois,United States
4655,Indie Game Collective, Organization,Boston,Massachusetts,United States
4656,Indienomicon, Organization,Orlando,Florida,United States
4657,IndiMo Labs, Virtual Reality,Seattle,Washington,United States
4658,Industrial Toys, Mobile,Pasadena,California,United States
4659,Industry Games, Developer,Gilbert,Arizona,United States
4660,Infinite Fall, Developer,Pittsburgh,Pennsylvania,United States
4661,Infinity Ward (Activision), Developer,Encino,California,United States
4662,Infinut, Mobile,Seattle,Washington,United States
4663,Infrared5, Developer,Jamaica Plain,Massachusetts,United States
4664,ingZ, Mobile,Austin,Texas,United States
4665,Inhance Digital, Developer,Los Angeles,California,United States
4666,Innervision Games, Virtual Reality,Eugene,Oregon,United States
4667,Inquisiment, Developer,Seattle,Washington,United States
4668,InsaneRoot, Mobile,San Francisco,California,United States
4669,Insightful VR, Virtual Reality,Boston,Massachusetts,United States
4670,Insomniac Games, Developer,Burbank,California,United States
4671,Insomniac Games, Developer,Raleigh,North Carolina,United States
4672,Institute of Play, Organization,New York City,New York,United States
4673,Intellijoy, Mobile,Skokie,Illinois,United States
4674,Interabang Entertainment, Online,San Francisco,California,United States
4675,Intergalactic Education, Serious Games,Washington DC,Washington DC,United States
4676,International Game Technology, Developer,Reno,Nevada,United States
4677,Interplay Entertainment, Developer and Publisher,Beverly Hills,California,United States
4678,Intific, Online,Austin,Texas,United States
4679,Invicta, Mobile,Los Angeles,California,United States
4680,inXile Entertainment (Microsoft), Developer,New Orleans,Louisiana,United States
4681,inXile Entertainment (Microsoft), Developer,Newport Beach,California,United States
4682,Iplay, Publisher,New York City,New York,United States
4683,Iridium Studios, Developer,Burbank,California,United States
4684,Iron Galaxy Studios, Developer,Chicago,Illinois,United States
4685,Iron Galaxy Studios, Developer,Orlando,Florida,United States
4686,Iron Realms Entertainment, Developer,San Francisco,California,United States
4687,Irrational Games, Developer,Quincy,Massachusetts,United States
4688,Island Officials, Developer,Woodbury,New Jersey,United States
4689,Isopod Labs, Developer,Los Angeles,California,United States
4690,Isotope 244, Developer,Tampa,Florida,United States
4691,iThrive Games Foundation, Organization,Newton,Massachusetts,United States
4692,IV Studio, Developer,Nashville,Tennessee,United States
4693,iWin, Developer and Publisher,San Francisco,California,United States
4694,Jackbox, Developer,Chicago,Illinois,United States
4695,Jam CIty, Mobile,Burbank,California,United States
4696,Jam CIty, Mobile,Carlsbad,California,United States
4697,Jam CIty, Mobile,Culver City,California,United States
4698,Jam CIty, Mobile,San Francisco,California,United States
4699,Janus Research Group, Developer,Quantico,Virginia,United States
4700,Jaunt Studios, Virtual Reality,Los Angeles,California,United States
4701,Jaunt Studios, Virtual Reality,Palo Alto,California,United States
4702,Jenkat Games, Developer and Publisher,Lake Ellmo,Minnesota,United States
4703,Jenny Jiao Hsia, Developer,New York City,New York,United States
4704,JForce Games, Developer,Denton,Texas,United States
4705,Jintronix, Health,Seattle,Washington,United States
4706,Joju Games, Developer,Berkeley,California,United States
4707,Juegos Rancheros, Organization,Austin,Texas,United States
4708,Julian Glander, Developer,Brooklyn,New York,United States
4709,Jumo, Mobile,Seattle,Washington,United States
4710,Jumpdrive Studios, Developer,Portland,Oregon,United States
4711,JumpStart Games, Online,Torrance,California,United States
4712,Jungle Rumble, Developer,Boston,Massachusetts,United States
4713,Junub Games, Developer,Washington DC,Washington DC,United States
4714,Juppiomenz, Developer,Reno,Nevada,United States
4715,JV Games, Developer,Las Vegas,Nevada,United States
4716,Kabam, Online,Austin,Texas,United States
4717,Kabam, Online,San Francisco,California,United States
4718,Kalani Games, Developer,Austin,Texas,United States
4719,Kalloc Studios, Developer,Carlsbad,California,United States
4720,Kalypso Media USA, Developer and Publisher,Ridgewood,New Jersey,United States
4721,Kaneva, Online,Atlanta,Georgia,United States
4722,Karakasa Games, Mobile,Austin,Texas,United States
4723,Karina Popp, Developer,New York City,New York,United States
4724,Katapult Studio, Developer,New York City,New York,United States
4725,KefSensei Studios, Developer,Miami,Florida,United States
4726,Ker-Chunk Games, Developer,Atlanta,Georgia,United States
4727,Kid Rocket Studios, Developer,Kansas City,Missouri,United States
4728,Kiko Labs, Mobile,San Carlos,California,United States
4729,Killer Snails, Virtual Reality,Brooklyn,New York,United States
4730,kindVR, Health,Oakland,California,United States
4731,King Dinosaur Games, Developer,Boston,Massachusetts,United States
4732,King Show Games, Developer,Minnetonka,Minnesota,United States
4733,King.com (Activision), Mobile,Chicago,Illinois,United States
4734,King.com (Activision), Mobile,Los Angeles,California,United States
4735,King.com (Activision), Mobile,New York City,New York,United States
4736,KingsIsle Entertainment, Developer,Plano,Texas,United States
4737,KingsIsle Entertainment, Developer,Round Rock,Texas,United States
4738,Kite & Lightning, Virtual Reality,Los Angeles,California,United States
4739,Kiwi (SGN), Mobile,Palo Alto,California,United States
4740,KIXEYE, Online,San Francisco,California,United States
4741,KLab America, Mobile,San Francisco,California,United States
4742,Knife Edge Software, Developer,Corvallis,Oregon,United States
4743,Knock Knock, Virtual Reality,San Francisco,California,United States
4744,Koei Tecmo America, Developer and Publisher,Burlingame,California,United States
4745,Kognito, Health,New York City,New York,United States
4746,Konami Digital Entertainment, Developer,El Segundo,California,United States
4747,Konami Gaming, Developer and Publisher,Las Vegas,Nevada,United States
4748,Kraniumtivity Games, Mobile,Aguadilla,Puerto Rico,United States
4749,KUMA, Online,New York City,New York,United States
4750,Kung Fu Factory, Developer,Los Angeles,California,United States
4751,La Cosa Entertainment, Developer,Los Angeles,California,United States
4752,LA Game Space, Organization,Los Angeles,California,United States
4753,Lab Zero, Developer,Los Angeles,California,United States
4754,Labrodex Studios, Developer,Jericho,New York,United States
4755,Lake Effect Operations, Mobile,Syracuse,New York,United States
